"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"Easy Ride","Bike","","1","","2025-01-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-01-16","","3100","","","","","0.728402502271864","1.17557830868411","","55","","130","156","","","0.862999659049074","46.82","20","18","5","1","0","0","0","","","","","","","","","","","","","","",""
"Endurance swim","Swim","","1","","2025-01-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open water swim","Swim","","1","","2025-01-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-01-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy run","Run","","0.5","","2025-01-18","","5020.43994140625","","","","","0.414264470338821","3.3659999370575","","168","","143","162","","","0.734911128447408","24.24","5","10","6","4","0","0","0","","","","","","","","","","","","","","",""
"Endurance ride","Bike","","3","","2025-01-19","","93358.3984375","176","780","2008.43","","3.29550933837891","7.86899995803833","","87","","","","","","0.586723572855682","113.44","","","","","","","","","","","103","55","23","11","3","3","","","","","",""
"Long Run","Run","","1","","2025-01-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"aerobic swim","Swim","Main Set: - 8 x 150m on 2:10 - 4 x 50m mini max on 1:00","0.833333333333333","","2025-01-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-01-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zwift - Sand And Sequoias in Watopia","Bike","","","","2025-01-20","","14605.3203125","152","225","282.554","","0.503055572509766","8.06400012969971","","83","","112","126","","","0.517660526008775","13.31","31","0","0","0","0","0","0","","","","23","8","0","0","0","0","","","","","",""
"Pulse HP Squad","Run","","0.833333333333333","10000","2025-01-21","","10032.4697265625","","","","","0.729571104049683","3.8199999332428","","169","","140","174","","","0.826767317682926","54.78","15","10","9","6","2","2","0","","","","","","","","","","","","","","",""
"Trainer endurance","Bike","","1","","2025-01-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-01-21","","4000","","","","","0.898566105100844","1.22963418383031","","56","","141","165","","","0.902672721023772","66.09","16","9","14","15","0","0","0","","","","","","","","","","","","","","",""
"Ride Intervals","Bike","","1.75","","2025-01-22","","30282.880859375","196","802","637.566","","1.07100248336792","7.85400009155273","","87","","121","154","","","0.610030951020115","39.99","55","2","8","0","0","0","0","","","","31","21","8","3","1","0","","","","","",""
"Long aerobic swim","Swim","long Z2 reps","1","","2025-01-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","","0.833333333333333","10000","2025-01-23","","11100.2001953125","","","","","0.925863564014435","3.32999992370605","","150","","144","174","","","0.723916010867152","53.66","18","9","16","6","4","2","0","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2025-01-23","","6748.509765625","","","","","0.316445827484131","5.92399978637695","","","","108","126","","","0.605192164943261","12.46","19","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-01-23","","4000","","","","","0.917262776692708","1.20772946859903","","55","","147","160","","","0.884273440197433","63.42","7","13","22","14","0","0","0","","","","","","","","","","","","","","",""
"Aerobic swim","Swim","build: aerobic - hard","0.833333333333333","","2025-01-24","","4500","","","","","1.02321333567301","1.21753246753247","","56","","141","168","","","0.891798384742324","72.57","16","20","12","12","2","0","0","","","","","","","","","","","","","","",""
"Openwater swim","Swim","","0.833333333333333","","2025-01-25","","4288.72021484375","","","","","1.0957099199295","1.08700001239777","","32","","","","","","0.793692873322349","54.78","","","","","","","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-01-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy run","Run","","0.666666666666667","8000","2025-01-25","","10023.91015625","","","","","0.815793037414551","3.41300010681152","","168","","144","157","","","0.731306250949541","48.07","4","23","20","2","0","0","0","","","","","","","","","","","","","","",""
"Long Ride","Bike","","3","","2025-01-26","","101654.7578125","209","832","1843.752","","3.34605598449707","8.43900012969971","","99","","","","","","0.585939765146005","115.39","","","","","","","","","","","103","52","22","12","6","6","","","","","",""
"Long run","Run","","1","12000","2025-01-26","","10026.25","","","","","0.874765813350677","3.18400001525879","","168","","137","151","","","0.692691640006276","46.35","14","37","1","0","0","0","0","","","","","","","","","","","","","","",""
"Recovery swim","Swim","Main Set: 2 x - 200m swim - 200m pull - 2 x 200m pull w pad - 4 x 50m band only","0.666666666666667","","2025-01-27","","2600","","","","","0.620109162860446","1.15967885816235","","56","","119","135","","","0.850208727428322","38.11","37","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","Main Set: - 30 x 100m on 1:30, first 10 reps pull paddles","1","","2025-01-28","","4400","","","","","1.00017777760824","1.21546961325967","","56","","136","155","","","0.892063633283103","71","21","23","16","0","0","0","0","","","","","","","","","","","","","","",""
"Easy run","Run","","0.5","","2025-01-29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Interval Ride","Bike","","1.5","","2025-01-29","","44790.66015625","214","693","986.381","","1.46716892719269","8.47999954223633","","87","","133","168","","","0.737257589790991","79.41","56","11","3","12","6","0","0","","","","38","22","8","14","5","1","","","","","",""
"Interval Run","Run","","0.833333333333333","","2025-01-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Interval Swim","Swim","","1.16666666666667","","2025-01-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy Ride","Bike","","1.5","","2025-01-31","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open water swim","Swim","","1","","2025-02-01","","1650","","","","","0.744654169082642","0.614983227730153","","28","","","","","","0.449313717998135","6.75","","","","","","","","","","","","","","","","","","","","","",""
"Long Run","Run","","1.16666666666667","","2025-02-01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Ride","Bike","","3","","2025-02-02","","94061.3984375","208","975","1821.181","","3.3274142742157","7.85200023651123","","82","","128","168","","","0.63312765391013","132.76","129","36","24","10","1","0","0","","","","110","45","27","10","3","5","","","","","",""
"Easy Run","Run","","0.666666666666667","","2025-02-02","","10031.25","","","","","0.816153883934021","3.41400003433228","","168","","145","160","","","0.730257109341855","47.93","6","16","21","6","0","0","0","","","","","","","","","","","","","","",""
"Recovery Swim","Swim","","0.583333333333333","","2025-02-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2025-02-03","","6021.169921875","","","","","0.490773886442184","3.40799999237061","","167","","143","163","","","0.73723898067447","29.03","4","13","9","4","0","0","0","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","","0.916666666666667","","2025-02-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Aerobic Swim","Swim","","1","","2025-02-04","","4100","","","","","0.942632501920064","1.20305164319249","","56","","141","174","","","0.881986232381568","64.67","13","17","19","6","1","1","0","","","","","","","","","","","","","","",""
"Interval Ride","Bike","","1.5","","2025-02-05","","56632.5","221","795","1242.768","","1.815833568573","8.66300010681152","","88","","135","168","","","0.692377389221438","97.9","57","22","9","14","7","0","0","","","","46","29","10","16","5","4","","","","","",""
"Aerobic Swim","Swim","","1","","2025-02-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","","0.916666666666667","","2025-02-06","","10010.1396484375","","","","","0.80998969078064","3.43300008773804","","170","","141","159","","","0.742157007706485","49.18","7","28","13","1","0","0","0","","","","","","","","","","","","","","",""
"Easy Ride","Bike","","1.5","","2025-02-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lap Swimming","Swim","","","","2025-02-06","","4000","","","","","0.902937773598565","1.22624156958921","","57","","141","166","","","0.898302335806057","65.45","21","6","5","22","1","0","0","","","","","","","","","","","","","","",""
"Interval Swim","Swim","","1","","2025-02-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Open water swim","Swim","","1","","2025-02-08","","5000","","","","","1.13418861071269","1.21684108055488","","58","","133","165","","","0.893933230604206","81.02","32","24","6","8","0","0","0","","","","","","","","","","","","","","",""
"Long Run","Run","","1.16666666666667","","2025-02-08","","15235.51953125","","","","","1.25086116790771","3.38299989700317","","169","","136","153","","","0.730700885887008","74.38","26","43","6","0","0","0","0","","","","","","","","","","","","","","",""
"Long Ride","Bike","","3","","2025-02-09","","91650.2421875","224","348","28.888","","3.05873322486877","8.32299995422363","","88","","135","159","","","0.660145686185577","151.84","75","95","11","3","0","0","0","","","","182","1","1","0","0","0","","","","","",""
"Running","Run","","0.666666666666667","","2025-02-09","","10021","","","","","0.821347773075104","3.38899993896484","","170","","139","151","","","0.733889940139853","48.77","10","32","7","0","0","0","0","","","","","","","","","","","","","","",""
"Manly swim - 3k","Swim","Recovery manly to shelly","0.75","","2025-02-10","","2566.01000976563","","","","","0.742143869400024","0.959999978542328","","28","","","81","","","0.701117167425314","25.58","45","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Aerobic/speed swim - 4.5k","Swim","Main Set: 2 x (set 1 swim, set 2 paddles) - 8 x 150m on 2:10 - 4 x 50m on 0:50 fast","1","","2025-02-11","","4100","","","","","0.938027503755357","1.20659211300765","","55","","130","157","","","0.886316110732846","65.31","35","17","5","0","0","0","0","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 4 x 800m @3:30 rest 2min - 6 x 500m @3:20 rest 1min","0.916666666666667","","2025-02-11","","11509.990234375","","","","","0.921520888805389","3.47000002861023","","142","","143","176","","","0.762015560304025","59.13","14","17","7","6","5","5","1","","","","","","","","","","","","","","",""
"Interval Ride","Bike","Main set: - 4 x 15min upper z2","2","","2025-02-12","","68376.2109375","219","587","1547.372","","2.14612722396851","8.85000038146973","","87","","136","174","","","0.706637211604395","106.51","63","18","46","3","0","0","0","","","","35","46","39","7","1","1","","","","","",""
"Aerobic Swim - 5k","Swim","Main Set: - 3 x 800m 160-165bpm - 100m push - 3 x 300m pull - 100m push","1.16666666666667","","2025-02-12","","2250","","",""," *16/02/2025 Aaron Kiss: did not feel great. Had to end the session a bit early today*","0.51125638961792","1.21885157096425","","55","","129","158","","","0.892409384537906","36.34","19","5","4","2","0","0","0","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-02-12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","","0.916666666666667","","2025-02-13","","10029.6298828125","","","","","0.874932527542114","3.18400001525879","","135","","136","176","","","0.699819359816849","47.36","22","17","8","4","1","1","0","","","","","","","","","","","","","","",""
"LT swim - 4.5k","Swim","Main set - 4 x 200m on 3:00 threshold feel - 400m pull - 8 x 100m on 1:30 threshold feel - 400m pull","1","","2025-02-14","","3950","","","","","0.866159165700277","1.25996810207337","","57","","131","168","","","0.924740225515767","68.49","25","11","6","9","1","0","0","","","","","","","","","","","","","","",""
"Easy spin","Bike","90min easy with casper","1.5","","2025-02-14","","45017.75","171","610","848.796","","1.57480776309967","7.94099998474121","","86","","116","134","","","0.516631233951041","41.6","94","0","0","0","0","0","0","","","","63","26","3","1","0","0","","","","","",""
"Open Water Swimming","Swim","4 x bondi laps","0.833333333333333","","2025-02-15","","3100.919921875","","","","","0.809616982936859","1.06400001049042","","33","","","83","","","0.776660648278041","37.93","49","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Long RIde","Bike","","3","","2025-02-16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Manly swim","Swim","To queenscliff and back with ins & outs paceline south bound finished with threshold effort","0.75","3000","2025-02-17","","2964.13989257813","","","","","0.81434690952301","1.0110000371933","","30","","","","","","0.738090478898624","32.74","","","","","","","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 1 x 20rep sit ups - 1 x 10rep leg raises - 1 x 10rep windscreen wipers - 1 x 1min plank - 2 x 45sec slide plank - 2 x 12rep dead bugs - 1 x 40rep russian twists Main Set: - 2 x 12rep push ups - 1 x 6rep pull ups - 3 x 4rep 15kg pull ups - 2 x 10rep single leg deadlift - 3 x 5rep heel raised barbell squat - 1 x glute med complex - 2 x 12rep push ups","0.5","","2025-02-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 2 x 1k, 2 x 800m, 2 x 500m","1","","2025-02-18","","13010.240234375","","","","","1.11410105228424","3.24399995803833","","142","","143","173","","","0.726878949964028","65.34","17","11","30","7","1","1","0","","","","","","","","","","","","","","",""
"Strength swim","Swim","Main Set (all pull) - 3 x 400m desc 1-3 on 5:45 - 3 x 300m desc 1-3 on 4:20 - 3 x 200m desc 1-3 on 3:00 - 3 x 100m desc 1-3 on 1:30","0.916666666666667","4200","2025-02-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Interval ride (early)","Bike","Main Set: - 3 x 20min sweet spot - 5 x 15sec sprints","2","","2025-02-19","","67624.4765625","225","896","1532.602","","2.05668425559998","9.13300037384033","","86","","137","165","","","0.777279249574754","124.35","55","6","48","14","0","0","0","","","","42","23","41","15","2","2","","","","","",""
"VO2 / endurance swim","Swim","Main Set: - 8 x 50m as (25m max, 25m easy) - 400m shake out 3 x ( - 6 x 50m @p200 on 1:00 - 200m pull easy ) - 3 x 300m aerobic - 3 x 200m aerobic","1.16666666666667","5200","2025-02-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse Hp Squad","Run","Main Set: - 12 x 400m @70sec rest 80sec","0.916666666666667","","2025-02-20","","12385.8798828125","","","","","0.998447179794312","3.44600009918213","","139","","142","177","","","0.742389357512693","60.95","14","25","13","5","1","2","1","","","","","","","","","","","","","","",""
"Endurance / threshold swim","Swim","Main Set: - 3 x 400m on 5:20 - 20 x 100m best ave on 1:30 - 2 x (6 x 50m band only on 0:50, 100m easy) - 2 x 50m push full recovery","1.16666666666667","5300","2025-02-21","","5100","","","","","1.12373611238268","1.25523012552301","","56","","140","164","","","0.92029316782737","87.59","24","11","20","13","0","0","0","","","","","","","","","","","","","","",""
"Gym S&C","Strength","Core: - 1 x 20rep sit ups - 1 x 10rep leg raises - 1 x 10rep windscreen wipers - 1 x 1min plank - 2 x 45sec slide plank - 2 x 12rep dead bugs - 1 x 40rep russian twists Main Set: - 2 x 12rep push ups - 1 x 6rep pull ups - 3 x 4rep 15kg pull ups - 2 x 10rep single leg deadlift - 3 x 5rep hex bar deadlift - 1 x glute med complex - 2 x 12rep push ups","0.5","","2025-02-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy spin","Bike","zone 1*","1.5","","2025-02-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Endurance swim","Swim","Main Set: - 1000m swim - 2 x 50m as 25m sprint - 800m pull - 2 x 50m as 25m sprint - 600m swim - 2 x 50m as 25m sprint - 400m pull - 2 x 50m as 25m sprint","1","4400","2025-02-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Long Run","Run","","1.16666666666667","","2025-02-22","","17303.640625","","","","","1.34753477573395","3.56699991226196","","171","","143","154","","","0.768250290878205","88.78","6","40","35","0","0","0","0","","","","","","","","","","","","","","",""
"Long Ride","Bike","","3","","2025-02-23","","91702","210","603","1990.622","","3.05665707588196","8.33399963378906","","87","","135","160","","","0.665353343885123","154.18","82","75","22","5","0","0","0","","","","62","76","36","8","1","1","","","","","",""
"Easy run","Run","","0.5","","2025-02-23","","6108.81005859375","","","","","0.480543047189713","3.53099989891052","","170","","141","154","","","0.759615783028119","30.14","5","17","7","0","0","0","0","","","","","","","","","","","","","","",""
"Manly swim","Swim","","0.75","3000","2025-02-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-02-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V02 / endurance swim","Swim","Main Set Part II: 800m 2 x - 1 X 15m max kick - 1 X 25m max kick - 1 X 35m max kick - 1 X 50m max kick - 200m easy w fins Part I: 1400m (200pace work) - 4 x 50m on 1:10 - 200m pull - 2 x 100m on 2:10 - 200m pull - 4 x 50m on 1:10 - 200m pull - 2 x 100m on 2:10 Part II: 1800m - 6 x 300m alt swim & pull <135bpm","1.16666666666667","5200","2025-02-25","","3000","","","","","0.690845555199517","1.2","","58","","125","168","","","0.880563432383445","47.17","37","2","1","0","0","0","0","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 6 x 1km @3:20ace rest 1min - grass strides","1","","2025-02-25","","15012.58984375","","","","","1.18153250217438","3.52900004386902","","153","","144","178","","","0.761954227148763","76.32","15","26","14","4","2","8","2","","","","","","","","","","","","","","",""
"Interval ride","Bike","Main Set: - 10 x 30sec sprint into tempo till top of hill - 4 x 3km over race pace","2","","2025-02-26","","58910.53125","209","778","1276.864","","2.03619122505188","8.03699970245361","","83","","127","165","","","0.661668762711882","100.54","87","7","7","21","0","0","0","","","","65","22","10","15","4","6","","","","","",""
"Strength swim","Swim","- 300m fins wu - 2 x (2 x 800m alt swim/pull, 4 x 50m band only) - 10 x 50m as 25 sprint 25 easy - 200m cd","1.16666666666667","4700","2025-02-26","","4600","","","","","1.0583080567254","1.20387333158859","","54","","127","149","","","0.881385879895848","72.46","52","12","1","0","0","0","0","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - attempted 10 x 400m @65sec, rest 2min but fell off pretty quick haha","1","","2025-02-27","","10186.1904296875","","","","","0.902701139450073","3.1340000629425","","130","","131","165","","","0.685446700529179","46.9","26","20","5","2","0","0","0","","","","","","","","","","","","","","",""
"Threshold swim","Swim","Main Set: - 6 x 150m on 2:00 (1:12-1:13) - 400m easy - 6 x 150m on 2:00 (1:12-1:13) - 400m easy - 100m swim max - 200m easy - 2 x 50m swim @100m pace Cool down: - 1000m fins <135bpm","1.16666666666667","5100","2025-02-28","","5100","","","","","1.13725500000848","1.24087591240876","","55","","138","170","","","0.909353369876552","85.52","33","16","1","10","7","1","0","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-02-28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy run","Run","","0.5","","2025-02-28","","6039.85986328125","","","","","0.487908333539963","3.43899989128113","","170","","140","159","","","0.747644826737095","29.68","8","11","10","1","0","0","0","","","","","","","","","","","","","","",""
"Long Ride","Bike","","3","","2025-03-01","","103904.8984375","213","762","1876.404","","3.06027269363403","9.43099975585938","","86","","120","158","","","0.659113548476492","132.6","153","26","4","1","0","0","0","","","","89","40","26","14","7","7","","","","","",""
"pool or bondi","Swim","Kick Set: - 4 x 100m neg split on 2:00 - 4 x 50m best average on 1:10? Main Set: - 9 x 400m build 1-3 on 5:40 - last build round pull","1","4000","2025-03-01","","4700","","","","","1.06872444894579","1.21919584954604","","56","","135","169","","","0.891769208139357","75.79","32","17","8","6","1","0","0","","","","","","","","","","","","","","",""
"Easy spin","Bike","zone 1*","1.5","","2025-03-02","","46348.171875","153","534","693.357","","1.6200532913208","7.94700002670288","","81","","102","138","","","0.474058038207279","36.24","97","1","0","0","0","0","0","","","","71","18","5","2","1","0","","","","","",""
"Long Run","Run","","1.33333333333333","","2025-03-02","","17022.2890625","393","524","1908.055","","1.34893774986267","3.50500011444092","","170","","133","145","","","0.754004734563367","85.57","45","36","0","0","0","0","0","","","","0","0","0","1","13","66","","","","","",""
"Manly swim","Swim","Shelly and back with a 400m threshold effort and body surf","0.5","","2025-03-03","","2088.7900390625","","","","","0.559121668338776","1.03799998760223","","29","","107","126","","","0.757545676281702","24.31","34","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 6 x 1k descending 2 x 3:30 2 x 3:20 2 x 3:10","0.916666666666667","","2025-03-04","","13516.66015625","369","614","1358.986","","1.02003419399261","3.68099999427795","","162","","142","180","","","0.795796003299663","71.59","30","11","2","4","3","6","5","","","","7","0","0","8","18","29","","","","","",""
"Interval ride","Bike","Main Set: - 10 x 30sec hill sprints into tempo to the top - 20k tempo","2","","2025-03-05","","66300.2578125","159","920","1299.575","","2.31611299514771","7.9520001411438","","83","","130","167","","","0.680147565032575","121.21","87","9","21","20","3","0","0","","","","82","25","16","8","2","5","","","","","",""
"Strength swim","Swim","Main Set: - 15 x 100m pull on 1:30 as (2easy, 2 tempo, 1 hard) - 3 x (2 x 400m on 6:00 as 1 easy 1 LT, 2 x 50m sprint on 1:10)","1","","2025-03-05","","5400","","","","","1.19116027779049","1.26596980255517","","57","","132","157","","","0.927783531313546","95.13","38","21","11","2","0","0","0","","","","","","","","","","","","","","",""
"Easy swim","Swim","","0.833333333333333","","2025-03-06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 2 x 400m @70sec warm up - 3 x (600 @1:45min, 400m @65sec)","1.25","","2025-03-06","","14008.1396484375","291","844","1325.005","","1.26289546489716","3.08100008964539","","137","","128","165","","","0.668296544213672","62.86","44","23","7","3","0","0","0","","","","27","1","0","6","15","27","","","","","",""
"Easy spin","Bike","easy ride with SUvelo","1.5","","2025-03-07","","43419.6015625","171","1054","740.217","","1.69475471973419","7.11700010299683","","83","","105","137","","","0.59058530113327","66.33","101","0","0","0","0","0","0","","","","74","17","6","3","1","1","","","","","",""
"Threshold swim","Swim","Main Set: - 8 x 150m on 2:00 - 300m easy - 6 x 150m on 2:15 - 300m easy - 2 x 150m on 2:45","1.16666666666667","","2025-03-07","","5100","","","","","1.12837111155192","1.24969370252389","","58","","135","167","","","0.91651288842756","86.87","40","4","7","15","2","0","0","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-03-07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pool or bondi","Swim","","1","","2025-03-08","","3800","","","","","0.893254720899794","1.17975783918038","","55","","130","152","","","0.86263810033868","57.34","29","20","5","0","0","0","0","","","","","","","","","","","","","","",""
"Long Run","Run","80mins build from Z1 to upper Z2","1.33333333333333","","2025-03-08","","18590.380859375","383","571","1950.615","","1.41205358505249","3.65700006484985","","173","","139","156","","","0.795298674955745","99.83","23","36","25","1","0","0","0","","","","0","0","1","4","29","51","","","","","",""
"Long Ride","Bike","easy 3 hr aerobic","3","","2025-03-09","","93266.71875","224","653","1343.444","","3.19613766670227","8.10599994659424","","84","","120","151","","","0.613025510467178","136.96","156","29","6","0","0","0","0","","","","117","30","27","12","4","2","","","","","",""
"Easy run","Run","","0.666666666666667","","2025-03-09","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Easy swim","Swim","","0.75","","2025-03-10","","3300","","","","","0.779308337105645","1.17021276595745","","52","","117","135","","","0.858667403908387","49.34","47","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"Gym S&C","Strength","","0.5","","2025-03-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Pulse HP Squad","Run","Main Set: - 12 x 400m threshold rest 1:00","1","","2025-03-11","","14043.3603515625","340","718","1373.409","","1.12054419517517","3.48099994659424","","153","","134","167","","","0.747298793641114","69.5","30","27","6","4","1","0","0","","","","13","0","0","1","18","34","","","","","",""
"Interval ride","Bike","Main Set: - 3 x (10sec, 20sec, 30sec with 30sec rest in between) with 2min rest between sets - 25km tempo with Joel","2","","2025-03-12","","63831.171875","202","981","1272.82","","2.05747079849243","8.61800003051758","","85","","131","170","","","0.750683358595225","116.18","76","4","11","29","3","0","0","","","","68","22","10","15","5","3","","","","","",""
